filename,complex_label,distance,Anger_prob,Happy_prob,Panic_prob,Sadness_prob
pure_face_01999.jpg,씁쓸,0.1964,0.0001,0.0002,0.0004997,0.998
pure_face_01998.jpg,씁쓸,0.1938,0.0071,0.0134,0.0249,0.9546
pure_face_01997.jpg,경멸,0.149,0.1874,0.1437,0.3696,0.2993
pure_face_01996.jpg,불안,0.1239,0.3042,0.1655,0.3267,0.2042
pure_face_01995.jpg,당황,0.0856,0.10077,0.2169,0.4846,0.1974
pure_face_01994.jpg,당황,0.1521,0.0009003,0.000999,0.995,0.0028
pure_face_01993.jpg,염려,0.1624,0.1487,0.2032,0.3765,0.2712
pure_face_01992.jpg,경외,0.331,0.0001,0.9995,0.0002,0.0002
pure_face_01991.jpg,불안,0.0642,0.0397,0.0649,0.6406,0.255
pure_face_01990.jpg,씁쓸,0.1964,0.0007,0.0013,0.0034,0.994
pure_face_01989.jpg,씁쓸,0.1968,0.0,0.0,0.0001,1.0
pure_face_01988.jpg,경멸,0.0529,0.441,0.0842,0.3008,0.1741
pure_face_01987.jpg,경외,0.0405,0.0084,0.7305,0.221,0.04
pure_face_01986.jpg,경멸,0.1897,0.2198,0.1765,0.2913,0.3123
pure_face_01985.jpg,염려,0.0569,0.0583,0.141,0.637,0.1636
pure_face_01984.jpg,당황,0.0766,0.05078,0.1694,0.577,0.2026
pure_face_01983.jpg,불만,0.1543,0.3137,0.1328,0.2423,0.3113
pure_face_01982.jpg,경외,0.3312,0.0,1.0,0.0,0.0
pure_face_01981.jpg,경외,0.33,0.0003,0.9976,0.0011,0.0009003
pure_face_01980.jpg,경외,0.3276,0.0009003,0.9927,0.0034,0.0027
pure_face_01979.jpg,경외,0.3208,0.003,0.976,0.0101,0.0106
pure_face_01978.jpg,경외,0.3272,0.0009003,0.9883,0.0045,0.0061
pure_face_01977.jpg,경외,0.3312,0.0,1.0,0.0,0.0
pure_face_01976.jpg,경멸,0.2101,0.074,0.1748,0.4062,0.345
pure_face_01975.jpg,반감,0.0534,0.8296,0.0267,0.0868,0.05692
pure_face_01974.jpg,불만,0.3286,0.149,0.2273,0.2152,0.4084
pure_face_01973.jpg,염려,0.1846,0.1117,0.2223,0.3694,0.2966
pure_face_01972.jpg,씁쓸,0.199,0.0141,0.02179,0.04538,0.918
pure_face_01971.jpg,경외,0.0909,0.0432,0.5864,0.201,0.1694
pure_face_01970.jpg,염려,0.1683,0.1207,0.2104,0.3838,0.2852
pure_face_01969.jpg,당황,0.151,0.000999,0.0023,0.9917,0.0052
pure_face_01968.jpg,긴장된,0.0784,0.010895,0.02359,0.858,0.10657
pure_face_01967.jpg,불만,0.197,0.1102,0.1318,0.3423,0.4155
pure_face_01966.jpg,실망,0.2357,0.0276,0.04077,0.1051,0.8276
pure_face_01965.jpg,불안,0.224,0.11725,0.2026,0.3613,0.319
pure_face_01964.jpg,경외,0.3312,0.0,1.0,0.0,0.0
pure_face_01963.jpg,염려,0.0768,0.0337,0.04642,0.817,0.10297
pure_face_01962.jpg,경외,0.3085,0.005802,0.9575,0.0209,0.01599
pure_face_01961.jpg,흥분,0.1342,0.202,0.545,0.1345,0.11884
pure_face_01960.jpg,경멸,0.251,0.1637,0.2205,0.2852,0.331
pure_face_01959.jpg,후회,0.3124,0.0677,0.1625,0.262,0.5083
pure_face_01958.jpg,경외,0.2925,0.0047,0.938,0.037,0.0195
pure_face_01957.jpg,염려,0.1985,0.1625,0.2365,0.3157,0.2852
pure_face_01956.jpg,후회,0.229,0.0309,0.0692,0.3074,0.593
pure_face_01955.jpg,실망,0.1823,0.086,0.02461,0.0807,0.8086
pure_face_01954.jpg,염려,0.1249,0.0216,0.0201,0.917,0.0412
pure_face_01953.jpg,씁쓸,0.2182,0.0065,0.0084,0.06354,0.922
pure_face_01952.jpg,경외,0.3305,0.0001,0.998,0.0007,0.0007
pure_face_01951.jpg,경외,0.3304,0.0002,0.998,0.0007,0.0007
pure_face_01950.jpg,씁쓸,0.1962,0.0043,0.007797,0.0203,0.9673
pure_face_01949.jpg,불안,0.1548,0.2288,0.184,0.3516,0.236
pure_face_01948.jpg,경외,0.3312,0.0,1.0,0.0,0.0
pure_face_01947.jpg,경외,0.3281,0.0007,0.994,0.003,0.0022
pure_face_01946.jpg,경외,0.1933,0.02391,0.698,0.1302,0.1476
pure_face_01945.jpg,씁쓸,0.1961,0.0022,0.003502,0.0085,0.986
pure_face_01944.jpg,경외,0.3306,0.0001,0.998,0.0004997,0.0004
pure_face_01943.jpg,반감,0.0472,0.935,0.0112,0.0342,0.0193
pure_face_01942.jpg,씁쓸,0.1967,0.0,0.0001,0.0002,0.9995
pure_face_01941.jpg,불만,0.2968,0.129,0.1131,0.2778,0.48
pure_face_01940.jpg,경멸,0.1172,0.1561,0.094,0.4775,0.2722
pure_face_01939.jpg,경외,0.3309,0.0001,0.9995,0.0003,0.0002
pure_face_01938.jpg,당황,0.1531,0.0,0.0,1.0,0.0
pure_face_01937.jpg,실망,0.2187,0.024,0.05078,0.123,0.8027
pure_face_01936.jpg,긴장된,0.0245,0.0986,0.0667,0.69,0.1447
pure_face_01935.jpg,긴장된,0.0741,0.1225,0.03302,0.78,0.0641
pure_face_01934.jpg,불만,0.1045,0.3662,0.07556,0.2273,0.331
pure_face_01933.jpg,후회,0.1411,0.0775,0.0604,0.2423,0.6196
pure_face_01932.jpg,염려,0.0511,0.1335,0.1197,0.642,0.10474
pure_face_01931.jpg,불만,0.0558,0.679,0.0455,0.09705,0.1785
pure_face_01930.jpg,경멸,0.1093,0.386,0.1072,0.2632,0.2437
pure_face_01929.jpg,염려,0.0796,0.0231,0.0649,0.8096,0.1028
pure_face_01928.jpg,반감,0.1435,0.3,0.10706,0.2954,0.2976
pure_face_01927.jpg,역겨움,0.0175,0.5986,0.0257,0.3154,0.06018
pure_face_01926.jpg,경멸,0.1665,0.1908,0.1606,0.3481,0.3005
pure_face_01925.jpg,경외,0.322,0.001999,0.982,0.0092,0.0074
pure_face_01924.jpg,경멸,0.0904,0.279,0.0864,0.4126,0.2223
pure_face_01923.jpg,불만,0.1981,0.0996,0.131,0.3503,0.419
pure_face_01922.jpg,경멸,0.1211,0.06854,0.0907,0.522,0.319
pure_face_01921.jpg,씁쓸,0.2071,0.012405,0.0184,0.05487,0.9146
pure_face_01920.jpg,당황,0.1531,0.0,0.0,1.0,0.0
pure_face_01919.jpg,씁쓸,0.219,0.011696,0.0149,0.0682,0.905
pure_face_01918.jpg,씁쓸,0.1967,0.0,0.0001,0.0001,1.0
pure_face_01917.jpg,씁쓸,0.2397,0.05878,0.0203,0.05103,0.8706
pure_face_01916.jpg,경멸,0.2051,0.1411,0.184,0.3523,0.3232
pure_face_01915.jpg,반감,0.0361,0.945,0.0088,0.0224,0.0235
pure_face_01914.jpg,씁쓸,0.1967,0.0,0.0001,0.0002,0.9995
pure_face_01913.jpg,당황,0.1531,0.0,0.0001,1.0,0.0001
pure_face_01912.jpg,염려,0.097,0.0233,0.0558,0.841,0.0806
pure_face_01911.jpg,경외,0.3312,0.0,1.0,0.0,0.0
pure_face_01910.jpg,경외,0.3312,0.0,1.0,0.0,0.0
pure_face_01909.jpg,후회,0.2418,0.168,0.08716,0.2026,0.5425
pure_face_01908.jpg,염려,0.271,0.0828,0.3054,0.458,0.1536
pure_face_01907.jpg,경외,0.2095,0.001999,0.8833,0.1092,0.005497
pure_face_01906.jpg,염려,0.1459,0.0025,0.0057,0.9746,0.0173
pure_face_01905.jpg,반감,0.0263,0.7964,0.0416,0.0628,0.0989
pure_face_01904.jpg,후회,0.0872,0.063,0.08154,0.1987,0.6567
pure_face_01903.jpg,후회,0.2906,0.0754,0.1646,0.249,0.511
pure_face_01902.jpg,후회,0.1452,0.0767,0.11346,0.2205,0.589
pure_face_01901.jpg,혼란,0.0538,0.0796,0.0675,0.6353,0.2178
pure_face_01900.jpg,염려,0.0393,0.0558,0.0839,0.675,0.1847
pure_face_01899.jpg,경멸,0.2069,0.1271,0.1605,0.3535,0.3586
pure_face_01898.jpg,경멸,0.112,0.3262,0.10596,0.304,0.2642
pure_face_01897.jpg,당황,0.1531,0.0,0.0,1.0,0.0
pure_face_01896.jpg,당황,0.1527,0.0002,0.0004,0.998,0.0017
pure_face_01895.jpg,후회,0.1314,0.1012,0.0801,0.2126,0.606
pure_face_01894.jpg,긴장된,0.0188,0.0826,0.0634,0.6973,0.1567
pure_face_01893.jpg,씁쓸,0.1968,0.0,0.0,0.0001,1.0
pure_face_01892.jpg,경외,0.3015,0.01401,0.9473,0.0215,0.0173
pure_face_01891.jpg,경외,0.3312,0.0,1.0,0.0,0.0
pure_face_01890.jpg,긴장된,0.0028,0.0842,0.04788,0.7095,0.1584
pure_face_01889.jpg,반감,0.0522,0.675,0.0493,0.1426,0.1329
pure_face_01888.jpg,경멸,0.1422,0.3325,0.1647,0.2651,0.2377
pure_face_01887.jpg,씁쓸,0.2343,0.02179,0.0134,0.0753,0.889
pure_face_01886.jpg,불만,0.137,0.2423,0.1012,0.295,0.3613
